Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control
NP_001093869.1,19.9,2014.1,651.6,19.8,1974.9,646.2,14.9,1704.3,646.1,23.1,2006.9,643.3,23.1,2638.9,910.1,26.6,2082.7,757.3,17.3,1744.1,603.0,10.6,1596.7,491.2,7.0,1407.6,513.8,29.57407407407407,822.4185185185185,2315.4481481481484,31.674074074074067,608.9962962962964,1675.7148148148146,31.674074074074067,805.8814814814813,2318.4666666666662,33.237037037037034,606.9037037037037,1656.0777777777778,29.57407407407407,656.1555555555557,1905.8333333333337,35.455555555555556,713.1518518518519,1688.3444444444442,21.31851851851852,656.1555555555557,1956.8259259259255,22.50740740740741,536.7592592592594,1631.0407407407404,29.244444444444444,1646.9000000000003,598.948148148148
NP_002148.1,5438.5,7611.9,16420.3,5400.9,6807.2,15277.6,2910.4,3408.5,9010.7,5560.7,8432.9,17306.8,4136.6,4815.4,11656.1,4872.5,6527.5,13642.0,3649.4,4758.6,11359.8,4255.7,5649.6,12136.4,3201.6,3437.9,9499.0,4939.881481481482,11474.474074074076,4707.292592592591,5650.722222222223,13519.388888888887,5440.533333333334,4620.470370370371,9876.874074074074,4271.740740740741,5595.396296296297,14685.507407407407,6577.1407407407405,4707.292592592591,11234.433333333334,4966.622222222221,5037.244444444445,10546.08888888889,5023.151851851852,5558.118518518519,11015.837037037036,4729.237037037036,5541.785185185186,12969.140740740742,5701.940740740742,5351.625925925926,5874.2037037037035,13519.388888888887
XP_024304471.1,1378.7,2088.8,2309.3,1098.2,2042.7,2156.4,608.0,1253.3,1933.6,1328.9,2060.0,2216.8,962.7,2019.7,2748.6,1163.5,2372.8,2239.5,908.9,1680.5,2415.7,986.3,2028.2,2112.0,548.3,1439.2,2130.8,863.9851851851853,2413.5851851851858,1699.9370370370368,1048.874074074074,1830.362962962963,1710.1592592592588,906.6592592592591,2343.203703703704,1825.1592592592585,1222.7407407407406,1893.3592592592593,1688.3444444444442,1072.0777777777776,2421.6,1846.9962962962961,1120.0296296296297,1905.8333333333337,1921.6037037037033,796.2333333333335,2428.4111111111115,1989.9740740740735,1138.325925925926,2136.32962962963,2052.7222222222226,1283.6629629629626,1688.3444444444442,1909.1555555555558
NP_001352825.1,4415.3,1566.3,3094.4,4158.6,1390.5,2838.1,2509.5,860.0,977.4,3913.6,1362.5,2892.0,3373.7,1198.6,1607.8,3038.2,906.1,1735.1,3126.8,1180.7,1608.5,2578.1,909.4,1392.0,1937.1,778.3,752.0,4065.4074074074065,1222.7407407407406,1145.9777777777779,4209.662962962962,2413.5851851851858,1200.0925925925924,3592.3296296296294,1350.8037037037034,1070.8185185185184,3848.77037037037,2479.903703703704,1121.8962962962964,3912.9925925925927,1615.5666666666666,1271.5074074074075,3107.6370370370373,1473.840740740741,698.4074074074074,3075.181481481481,930.311111111111,1058.9925925925927,3199.396296296296,1430.0703703703703,911.666666666667,4327.237037037037,1311.811111111111,2606.0444444444443
NP_817092.1,1512.4,2892.8,2645.4,1491.7,2910.6,2497.1,1107.5,1860.5,1875.3,1408.8,3022.6,2490.8,1467.5,2764.5,2742.3,1392.7,3130.5,2502.6,1183.4,1963.4,2156.1,1047.6,2152.6,1790.6,894.7,1465.6,1742.0,1710.1592592592588,2312.392592592593,2506.3037037037043,1452.155555555556,2125.9888888888886,2448.581481481482,1496.3037037037036,2339.051851851852,2417.2740740740737,1322.2666666666667,2115.2148148148153,2445.5592592592593,1424.9814814814818,2150.788888888889,2102.459259259259,1354.877777777778,2115.2148148148153,2506.3037037037043,1342.6962962962964,1999.5703703703703,2032.6185185185184,1208.9925925925925,1822.2814814814813,2169.7666666666664,1395.0851851851853,2339.051851851852,2216.162962962963
NP_000967.1,5862.9,5413.4,2092.8,5620.9,5568.8,2271.3,3772.7,3995.3,1623.7,6384.9,5383.3,1961.6,5355.1,6217.1,2631.0,6569.9,7564.3,2461.4,4666.5,4810.9,2014.8,4818.6,5273.2,1819.5,3538.8,4212.0,1555.7,6595.281481481482,1999.5703703703703,5387.585185185186,5874.2037037037035,1936.9555555555562,4506.688888888889,6118.425925925926,2231.1703703703706,5440.533333333334,6482.7962962962965,1663.485185185185,4241.214814814815,6328.970370370369,2014.2148148148144,5075.533333333332,7230.262962962963,2076.7592592592587,5949.203703703704,5949.203703703704,1822.2814814814813,5735.103703703703,6179.062962962963,1860.4962962962964,5295.281481481481,5887.188888888889,4218.055555555556,1731.655555555556
NP_001265393.1,1763.0,2537.6,4306.4,1807.5,2471.2,4157.9,1043.0,1898.6,3299.7,1793.6,2574.8,4574.9,1932.6,2883.8,5129.3,2347.6,2548.3,5267.8,1344.6,2168.8,4568.6,1518.9,2178.0,4888.4,943.4,1799.7,4151.1,1596.3222222222228,4085.4407407407407,2591.962962962963,1769.1074074074074,3554.344444444446,2086.207407407407,1997.4333333333338,4320.081481481481,2539.962962962963,1675.7148148148146,3817.5000000000005,2102.459259259259,1620.722222222222,4580.048148148148,2356.933333333333,2318.4666666666662,4327.237037037037,2083.3481481481485,1417.0740740740741,4809.259259259259,2437.6629629629633,1804.7962962962965,4852.481481481482,2191.237037037037,1631.0407407407404,2067.8259259259253,3568.062962962963
NP_036475.3,1311.4,2559.4,5224.0,1320.0,2470.3,5244.9,1005.3,1679.2,3935.7,1344.5,2570.9,5549.6,1496.7,2711.7,6308.7,1408.6,2561.1,6296.9,1197.0,2030.7,4740.2,1280.1,2608.8,5449.9,1299.4,2110.8,5307.6,1531.4592592592594,4886.344444444444,2262.6444444444446,1276.1518518518517,4356.5888888888885,2083.3481481481485,1533.474074074074,5273.429629629628,2367.32962962963,1246.2037037037037,4620.470370370371,2094.5592592592593,1440.2,4800.381481481481,2204.7,1374.759259259259,5246.492592592594,2086.207407407407,1973.3333333333333,5874.2037037037035,2852.374074074074,1523.455555555555,5420.877777777779,2597.0407407407406,1230.751851851852,2086.207407407407,4271.740740740741
XP_024310152.1,3372.4,2899.3,1618.9,3089.2,2961.6,1799.9,2327.6,2078.9,1090.1,3498.6,3114.7,2005.3,3544.6,3223.7,1993.5,3463.0,3442.1,1538.2,2967.1,2479.1,1683.5,2987.1,2579.6,1536.1,2166.2,1816.0,1075.3,3764.2185185185176,1324.325925925926,2852.374074074074,3172.0370370370365,1528.7925925925929,2492.4888888888886,3848.77037037037,1695.4444444444441,2892.8518518518513,3420.3481481481485,1707.607407407407,2524.5222222222224,3737.8703703703704,1685.1999999999998,2644.1185185185186,3525.9296296296293,1338.107407407407,2738.603703703704,3462.048148148149,1277.874074074074,2452.62962962963,3809.277777777778,1569.0666666666666,2568.7259259259263,3297.1703703703697,2343.203703703704,1338.107407407407
NP_631961.1,7874.4,6786.9,2315.5,7771.0,6439.4,2038.7,2684.1,2855.9,1216.5,7307.4,6369.1,1856.3,4379.0,4268.0,1630.1,5009.7,4783.0,1178.6,3498.9,3214.1,1496.9,3393.1,3187.1,1043.0,1929.0,1947.2,1059.4,4393.251851851852,1475.8148148148148,3895.970370370371,8350.714814814817,1733.6296296296293,5088.451851851852,4939.881481481482,1374.759259259259,3827.3814814814814,7629.770370370369,1562.5925925925926,4896.696296296297,4527.94074074074,1511.2296296296295,3407.1,5234.462962962963,1041.6555555555556,3713.6370370370373,3049.84074074074,1251.8407407407406,2591.962962962963,4218.055555555556,1103.8592592592593,3158.7777777777783,8060.100000000001,5105.925925925925,1923.4666666666672
NP_001035810.1,3569.9,1490.8,3653.0,3361.0,1409.1,3561.4,2437.1,1022.6,2940.2,3809.4,1519.6,3950.9,3942.5,1635.6,4687.9,3733.0,1405.7,3757.4,3665.4,1466.2,4316.6,4031.9,1593.2,4920.4,2812.4,1140.3,3730.4,3925.122222222222,3608.607407407407,1423.1407407407405,3429.688888888888,3032.9925925925927,1220.4185185185186,4327.237037037037,3961.233333333334,1499.674074074074,3746.755555555555,3358.2000000000003,1273.6296296296296,4756.055555555557,4310.2148148148135,1615.5666666666666,3776.0740740740735,3158.7777777777783,1123.9777777777779,4785.774074074074,4320.081481481481,1578.2851851851856,5122.707407407406,4896.696296296297,1620.722222222222,3560.5259259259246,1225.037037037037,3053.2
NP_064504.2,1473.2,752.9,1560.2,1538.3,807.9,1697.4,1089.5,565.0,1348.7,1546.6,803.6,1813.5,1720.1,807.9,1950.5,1722.9,1036.8,2291.3,1229.0,592.3,1499.4,1320.1,710.4,1980.0,1114.9,513.7,1372.3,1693.1703703703706,1667.2629629629632,719.0666666666666,1486.1185185185182,1415.0814814814814,666.3296296296295,1785.048148148148,1660.2851851851854,700.7851851851851,1438.466666666667,1508.1074074074072,636.751851851852,1482.6888888888889,1517.6074074074074,623.2481481481481,1678.2592592592598,1956.8259259259255,811.5111111111112,1697.7888888888888,1613.4407407407411,661.0592592592594,1562.5925925925926,2010.696296296296,699.6111111111111,1369.2333333333333,601.4888888888888,1295.9740740740742
XP_016873515.1,3594.1,3867.9,640.8,3308.6,3690.8,653.3,2539.7,2916.6,528.1,3507.2,3827.1,681.6,3503.8,4148.9,706.4,3301.4,3359.5,781.4,2996.6,3696.0,625.6,2967.6,3417.0,660.2,2779.3,3438.9,615.3,4121.096296296296,691.7185185185185,3986.333333333334,3407.1,619.1777777777778,3049.84074074074,3770.092592592593,653.9925925925926,3688.288888888888,3437.7333333333336,644.5185185185187,2996.503703703703,3764.2185185185176,681.8703703703703,3986.333333333334,3328.7518518518514,729.8518518518518,2644.1185185185186,4729.237037037036,780.4481481481482,4741.196296296295,3792.5851851851853,735.5074074074075,3420.3481481481485,3576.9629629629635,3049.84074074074,590.2148148148148
NP_002898.2,2971.1,3609.0,3477.3,2798.0,3411.5,3568.3,1711.9,2035.0,2416.2,2889.0,3582.9,3379.3,2946.8,3549.2,4103.0,2932.5,3908.4,4059.1,2341.7,3028.8,3454.3,2676.4,3321.0,3429.8,2042.4,2772.7,3255.0,2658.5444444444447,2983.3407407407412,2806.4814814814813,2837.474074074074,3044.881481481481,2829.825925925926,3147.0074074074078,3484.918518518518,3172.0370370370365,2837.474074074074,2873.7888888888883,2834.496296296296,2930.1074074074068,3304.6629629629633,3186.7185185185185,2983.3407407407412,3388.0666666666666,3107.6370370370373,3244.107407407407,3764.2185185185176,3860.411111111112,3342.325925925925,3400.3074074074075,3312.0925925925926,2892.8518518518513,2847.192592592592,2907.6
NP_002796.4,4611.8,3192.0,271.0,4379.4,2986.7,229.6,2777.1,1800.9,168.4,4582.6,3106.0,225.4,4084.2,2671.3,234.2,4274.6,2751.2,235.6,3514.4,2231.6,206.2,3728.5,2378.8,214.7,2831.9,1697.7,199.1,4630.633333333333,228.76666666666662,2445.5592592592593,4426.388888888889,240.95185185185184,2510.4111111111115,4544.803703703705,222.4851851851852,2335.307407407407,4527.94074074074,238.51111111111112,2519.744444444445,4535.985185185186,239.6555555555556,2417.2740740740737,4271.740740740741,248.70740740740746,2228.1629629629633,4863.7,274.7518518518519,2339.051851851852,4675.148148148148,263.3111111111111,2410.274074074074,4580.048148148148,2547.6962962962957,258.54814814814813
NP_001350464.1,1371.1,227.4,738.7,1318.4,229.8,663.4,969.4,187.0,523.8,1437.7,230.9,835.1,1372.5,239.1,697.2,1396.1,290.2,1017.6,1178.0,198.0,589.0,1279.4,241.3,601.2,1115.9,177.8,446.0,1469.5925925925926,686.2,202.13703703703703,1271.5074074074075,630.2444444444444,163.9407407407408,1390.8888888888887,644.5185185185187,174.63333333333333,1336.248148148148,780.4481481481482,155.45185185185184,1410.877777777778,642.0962962962964,173.14074074074077,1361.8037037037038,917.4592592592594,202.13703703703703,1699.9370370370368,570.0074074074074,207.2740740740741,1520.625925925926,660.0259259259258,208.3444444444445,1273.6296296296296,155.45185185185184,668.5814814814815
NP_079031.2,4802.5,4258.4,6518.3,4389.9,3981.7,5920.5,2769.9,2745.2,3324.8,4653.8,3920.3,5987.0,3977.5,3763.0,5091.2,4331.8,3873.0,5022.7,3347.2,3144.0,4177.3,3536.8,3193.4,3977.0,2823.8,2817.4,3321.8,4605.774074074075,4129.248148148147,3713.6370370370373,4468.75925925926,5008.0888888888885,3257.1888888888893,4393.251851851852,4284.914814814815,3342.325925925925,4580.048148148148,4992.562962962962,3068.9111111111115,4271.740740740741,4121.096296296296,3328.7518518518514,4310.2148148148135,4147.033333333333,3089.903703703703,4852.481481481482,3833.0296296296297,3942.796296296295,4364.751851851852,3977.5444444444447,3172.0370370370365,4696.470370370372,3328.7518518518514,5234.462962962963
NP_002798.2,3440.8,2652.5,3957.6,3320.1,2690.4,3910.6,2643.5,1908.5,3157.9,3554.0,2898.0,4224.1,4063.3,3183.6,5132.4,3530.7,2407.0,5025.8,3323.6,2738.1,4135.1,3380.2,2779.7,4306.6,2835.5,1858.2,3584.8,4292.607407407407,3951.337037037037,2616.266666666667,3420.3481481481485,3304.6629629629633,2299.54074074074,4506.688888888889,4327.237037037037,2834.496296296296,3502.007407407407,3545.3111111111116,2363.233333333333,4224.114814814815,4074.8777777777777,2907.6,3585.703703703704,4161.155555555555,1950.588888888889,4896.696296296297,4190.988888888889,2497.9740740740735,4180.799999999999,4364.751851851852,2777.9925925925927,3400.3074074074075,2166.9518518518516,3276.007407407407
NP_001435.1,3221.4,524.7,1965.2,2783.4,467.4,1586.7,2131.9,370.3,1271.0,2840.6,485.6,1629.8,2740.7,431.4,1658.2,2592.5,445.6,1464.7,2396.3,383.6,1356.9,1992.3,326.7,1095.7,1686.1,279.9,1146.0,3437.7333333333336,1541.5111111111112,461.17037037037045,2811.529629629629,1344.5629629629632,368.2518518518518,2865.52962962963,1402.1370370370369,348.06666666666666,2786.840740740741,1364.3,362.3777777777777,3026.1666666666665,1350.8037037037034,387.07037037037037,2510.4111111111115,1277.874074074074,327.9851851851852,2670.077777777778,1369.2333333333333,365.74074074074065,2346.918518518519,1159.885185185185,303.47407407407405,3158.7777777777783,397.3703703703704,1623.3148148148146
NP_001351796.1,5068.2,3953.1,8567.5,4779.6,3713.9,8847.7,3011.4,2412.3,5869.7,5077.0,3798.5,8981.5,5068.7,3965.8,9823.2,4451.8,3184.7,8046.5,3056.0,2204.0,6279.3,3294.4,2447.7,6647.5,2442.6,1822.3,5645.3,5220.388888888888,7119.229629629628,3244.107407407407,4926.751851851853,7282.418518518521,3068.9111111111115,5735.103703703703,8029.751851851852,3525.9296296296293,5037.244444444445,7230.262962962963,2952.2259259259263,3817.5000000000005,6118.425925925926,2370.5333333333333,4468.75925925926,6448.1296296296305,2539.962962962963,4034.5962962962967,6258.611111111111,2472.6296296296296,4092.3925925925923,6626.755555555556,2464.2518518518514,4926.751851851853,3113.103703703703,6739.077777777779
NP_002129.2,1551.1,2200.9,1690.2,1414.2,2077.5,1560.6,1032.8,1406.0,925.0,1318.3,2092.0,1561.7,1320.3,1952.7,1355.4,1242.9,1894.3,1234.1,1086.0,1574.1,953.8,925.9,1516.3,890.9,917.1,1308.9,756.1,1575.733333333333,1152.4,1885.388888888889,1364.3,1326.188888888889,1760.8814814814814,1334.4370370370375,1161.874074074074,1766.7851851851854,1217.1962962962964,1330.914814814815,1714.5555555555557,1295.9740740740742,999.4444444444445,1724.9666666666667,1208.9925925925925,1090.7814814814813,1543.8037037037036,1381.7814814814815,936.5148148148147,1825.1592592592585,1079.025925925926,956.4444444444442,1546.2740740740742,1424.9814814814818,1785.048148148148,1381.7814814814815
NP_001288155.1,646.8,1751.9,0.0,649.2,1626.4,0.0,384.5,1013.2,0.0,641.6,1793.6,0.0,562.5,1282.2,0.0,760.3,2119.0,0.0,452.8,1119.4,0.0,506.4,1128.3,0.0,327.1,750.9,0.0,539.0407407407406,0.0,1402.1370370370369,622.3703703703702,0.0,1417.0740740740741,537.7777777777778,0.0,1165.8037037037036,592.8555555555557,0.0,1503.4925925925927,518.974074074074,0.0,1188.5037037037034,700.7851851851851,0.0,1714.5555555555557,483.7629629629629,0.0,1026.0000000000002,560.411111111111,0.0,1128.0148148148148,590.2148148148148,1467.462962962963,0.0
NP_005745.1,2098.8,5970.7,3647.2,1911.8,5906.8,3253.8,992.8,3417.2,2614.5,2018.3,5804.5,3548.4,1449.7,4792.3,3500.1,2257.4,7631.3,3370.7,1056.1,3376.3,2869.5,1109.3,3680.1,2629.2,656.7,2596.9,2173.2,1520.625925925926,3229.8888888888887,4729.237037037036,1896.407407407407,2777.9925925925927,4800.381481481481,1473.840740740741,2959.433333333334,4232.681481481482,1912.1518518518517,3007.5296296296297,4481.355555555554,1265.4666666666667,2824.074074074075,3585.703703703704,2201.640740740741,2817.448148148148,5989.725925925926,957.8185185185188,2492.4888888888886,3608.607407407407,1276.1518518518517,2700.3,3706.5333333333324,1979.3925925925928,4556.540740740741,3044.881481481481
XP_005257825.1,1462.7,2921.5,837.4,1346.0,2654.3,731.6,991.6,1548.7,466.3,1489.6,2958.7,762.9,1388.3,2311.7,671.4,1202.4,2744.5,697.2,1361.9,2072.4,647.2,1491.8,2664.7,694.7,1224.2,1660.2,487.6,1517.6074074074074,601.4888888888888,2071.0962962962967,1304.6851851851845,686.2,2254.3666666666663,1415.0814814814814,618.0111111111112,2052.7222222222226,1390.8888888888887,713.1518518518519,2413.5851851851858,1649.7407407407404,705.4333333333334,2231.1703703703706,1163.6518518518517,644.5185185185187,2225.314814814814,1840.3962962962962,619.1777777777778,2280.3999999999996,1772.7259259259256,766.7111111111111,2644.1185185185186,1349.255555555555,2356.933333333333,750.5185185185185
NP_644670.1,1381.9,1222.7,2557.4,1297.9,1229.6,2448.4,834.0,909.0,1554.7,1276.3,1106.7,2471.3,1153.2,1129.4,2287.3,2252.4,1458.1,4483.5,1288.5,1205.7,2360.7,1208.7,959.0,2152.0,802.3,927.1,1536.2,1234.1296296296296,1921.6037037037033,1228.9703703703703,1247.9777777777776,2090.1222222222223,1034.9333333333334,1154.2259259259258,1973.3333333333333,1007.9000000000001,1190.5333333333333,2094.5592592592593,891.6851851851853,1553.6962962962962,2374.0740740740735,1314.2222222222224,2193.918518518518,3792.5851851851853,1176.9629629629626,1204.362962962963,1788.2814814814813,1265.4666666666667,1432.2333333333338,2187.67037037037,967.6481481481482,1290.037037037037,978.6037037037038,2153.4888888888886
NP_036558.3,2334.6,3467.8,1685.1,2353.5,3414.6,1915.6,1914.8,2520.5,1402.2,2516.8,3939.5,1985.7,2942.0,3998.1,2463.0,2731.8,4145.2,2157.5,2231.0,3032.1,1844.4,2279.3,3191.2,1693.5,1970.3,2339.8,1522.8,3039.3074074074075,1727.3777777777782,3407.1,2363.233333333333,1643.9370370370366,2834.496296296296,3133.814814814815,2094.5592592592593,3560.5259259259246,2432.855555555556,1688.3444444444442,3101.551851851852,2811.529629629629,1822.2814814814813,3199.396296296296,2700.3,1860.4962962962964,3276.007407407407,3133.814814814815,1769.1074074074074,3199.396296296296,2710.318518518518,1743.914814814815,3167.0407407407406,2246.244444444444,2745.6888888888884,1374.759259259259
NP_001354.1,3130.6,1303.3,1995.3,2895.9,1268.4,1871.1,1881.6,822.1,1526.4,3059.8,1306.0,1891.8,2697.8,1124.8,2115.9,2783.3,1245.0,1861.9,2281.5,914.1,1963.2,2594.1,993.2,1647.8,1936.7,804.3,2057.7,2965.82962962963,1889.7518518518516,1094.5703703703703,2946.003703703703,1602.948148148148,1085.8333333333333,2829.825925925926,1804.7962962962965,1005.1740740740739,3013.181481481481,1613.4407407407411,1067.5222222222221,2873.7888888888883,1961.1148148148143,988.3703703703703,2772.918518518518,1578.2851851851856,999.4444444444445,3068.9111111111115,2343.203703703704,1080.685185185185,3214.2703703703705,1690.9,1005.1740740740739,3064.059259259259,1053.4296296296297,1649.7407407407404
NP_000977.1,8408.9,7525.0,16520.2,7280.0,6353.8,15309.3,3787.0,2875.2,8011.8,7707.3,6536.4,15618.6,5810.6,4768.4,12266.4,6694.6,6037.4,15521.6,4883.6,4035.0,10880.4,4538.4,4136.4,10229.7,3408.5,2617.5,7039.1,6626.755555555556,9983.492592592593,3925.122222222222,7948.362962962962,13628.903703703703,5023.151851851852,6678.307407407407,10429.929629629629,4209.662962962962,7983.577777777778,13337.844444444441,4992.562962962962,6626.755555555556,10750.25925925926,4356.5888888888885,7441.133333333333,12511.692592592595,4630.633333333333,5735.103703703703,8139.481481481481,3639.859259259259,5912.525925925926,10069.044444444446,4201.862962962963,8603.903703703703,5778.377777777779,13628.903703703703
NP_003839.2,412.0,685.8,850.5,347.9,705.8,872.1,339.2,473.4,703.3,364.5,688.3,821.4,474.9,651.9,1066.7,314.6,575.6,722.4,384.5,546.4,881.6,346.4,623.0,784.2,423.1,548.1,909.7,482.9222222222222,879.8296296296295,606.9037037037037,338.3185185185186,810.0629629629631,579.7851851851851,456.24444444444447,920.6074074074078,558.6481481481482,337.57407407407413,768.2148148148148,544.4518518518519,449.75555555555553,924.2925925925925,575.9629629629629,304.45925925925934,675.5,433.2666666666667,630.2444444444444,1092.5296296296297,710.2851851851849,394.1888888888889,857.3592592592591,591.7222222222222,378.8925925925926,539.0407407407406,761.6
NP_005076.3,1124.7,1000.0,1769.8,1113.1,930.1,1750.2,800.3,731.3,1360.0,1164.8,1054.0,1833.6,1195.7,943.8,1968.7,1447.8,1254.8,2079.5,831.5,696.6,1468.8,919.9,837.4,1409.5,732.4,566.2,1314.5,1180.3000000000002,1675.7148148148146,966.0888888888888,1060.5444444444447,1464.7296296296297,780.4481481481482,1184.837037037037,1672.566666666667,817.4185185185185,1076.6370370370369,1535.6814814814813,846.9592592592593,979.8592592592594,1492.3814814814816,732.2333333333333,1412.977777777778,1799.122222222222,1006.1888888888889,1092.5296296296297,1550.4666666666667,733.2814814814815,1069.2518518518523,1456.951851851852,813.0740740740742,1031.4629629629633,803.3740740740739,1459.9666666666667
